Jogo,Total de vendas
PhotoKano,0.16
Kamen Rider: Climax Heroes,0.11
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,0.02
Hot Wheels World Race,0.5800000000000001
Judge Dredd,0.05
Risen 3: Titan Lords,0.34
Tiger Woods PGA Tour 14,0.75
WWE Raw 2,0.56
Imagine Animal Doctor Care Center,0.05
International Superstar Soccer 64 (weekly JP sales),0.1
Mario & Luigi: Bowser's Inside Story,3.82
Corpse Party: Blood Covered - Repeated Fear,0.09
Might & Magic: Clash of Heroes,0.19
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",0.02
Simple DS Series Vol. 41: The Bakudan Shori-Han,0.01
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,0.02
Critical Depth,0.23
Ragnarok: Hikari to Yami no Koujo,0.07
The Sims 2: Nightlife,1.27
Pitfall II: Lost Caverns,1.31
Melty Blood: Act Cadenza,0.11
F1 2012,1.7200000000000004
Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,0.09
Kamen Rider: Travelers Senki,0.08
Geten no Hana: Yume Akari,0.01
Sega Golf Club: Miyazato San Kyoudai Naizou,0.01
Tom and Jerry in House Trap,0.19
Monopoly,7.689999999999999
CIMA: The Enemy,0.03
Gakuen K: Wonderful School Days,0.02
NeverDead,0.23
WinBack 2: Project Poseidon,0.02
Farming 2017 - The Simulation,0.01
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,0.05
Doraemon: Nobita to Midori no Kyojinden DS,0.09
Michael Phelps: Push the Limit,0.10999999999999999
Game no Kanzume Vol 2,0.05
Taiko no Tatsujin: Tatakon de Dodon ga Don,0.76
Technic Beat,0.02
Jikkyou Powerful Pro Yakyuu Portable 3,0.31
Saints Row: Gat out of Hell,0.05
Rugby 06,0.060000000000000005
Tecmo Bowl: Kickoff,0.12
Sentouchu: Densetsu no Shinobi to Survival Battle!,0.35
Smart Kid's Mega Game Mix,0.01
Phantasy Star Portable,0.93
Monkey Mischief! Party Time,0.09999999999999999
Phoenix Wright: Ace Attorney - Dual Destinies,0.38
F1 Pole Position 64,0.25
Jeremy McGrath Supercross 98,1.04
Fur Fighters: Viggo's Revenge,0.14
Chocobo no Fushigi Dungeon,1.22
Game no Kanzume Vol 1,0.04
Koudelka,0.09
Winning Post 7 2009,0.03
Mobile Suit Z-Gundam,0.36000000000000004
Battle of Giants: Dinosaurs Strike,0.21
Mobile Suit Gundam,0.8599999999999999
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,0.03
San Goku Shi Taisen DS,0.16
Resident Evil 5 HD,0.01
Dance Dance Revolution X,1.74
Rooms: The Main Building,0.6400000000000001
Dragon Ball Z: Ultimate Tenkaichi,1.1600000000000001
J-League Jikkyou Winning Eleven 2000,0.16
Jikkyou Powerful Pro Baseball 2016,0.45
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,0.02
Ben 10 Galactic Racing,0.6400000000000001
Blue's Clues: Blue's Big Musical,0.5
Carnival,0.34
X Rebirth,0.09
Tak: The Great Juju Challenge,0.48999999999999994
Batman: Vengeance,0.9900000000000001
In The Groove,0.08
Game & Wario,0.24
Littlest Pet Shop: Winter,0.9999999999999999
Darkstalkers Resurrection,0.03
NFL Fever 2002,0.99
Metro: Last Light,1.9900000000000002
Samurai Warriors: Katana,0.16
Crayon Shin-Chan: Arashi o Yobu Enji,0.46
Armored Core 2,0.8
Far Cry 3,7.449999999999999
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,0.12
Heart of Darkness,0.32
Coraline,0.2
Guitar Hero: Metallica,2.6999999999999997
OverBlood 2,0.06
Family Party: Fitness Fun,0.15000000000000002
MLB 09: The Show,1.3
Tokyo Xtreme Racer Zero,1.5
MAG: Massive Action Game,1.32
Scarface: Money. Power. Respect.,0.16
Pengo,0.4
Virtual Pool,0.5
Blitz: The League,1.58
Ghosts 'n Goblins,1.64
Hot Pixel,0.03
Wayne Gretzky's 3D Hockey,0.52
Microsoft Flight Simulator 2004: A Century of Flight,0.06999999999999999
"Warhammer 40,000: Dawn of War",0.05
Musou Orochi Z,0.23
Disney Sing It: Pop Hits,2.08
Mobile Suit Gundam: Mokuba no Kiseki,0.04
Assault Rigs,0.04
Bomberman Land Touch! 2,0.15000000000000002
Zac to Ombra: Maboroshi no Yuuenchi,0.04
Codename: Panzers Cold War,0.03
The Godfather (old US sales),0.55
Singularity,0.05
Naruto Shippuden: Clash of Ninja Revolution 3,0.53
Uta no Prince-Sama: All Star After Secret,0.08
The Eye of Judgment: Legends,0.01
Shovel Knight,0.31000000000000005
NERF N-Strike: Double Blast Bundle,0.09
NBA Live 09 All-Play,0.22
Ringling Bros. and Barnum & Bailey Circus,0.18000000000000002
2010 FIFA World Cup South Africa,2.9999999999999996
Fire Emblem: Shadow Dragon,0.64
Armored Core: Verdict Day,0.12
AniMates!,0.02
World Championship Cards,0.21
Uncharted: Golden Abyss,1.7399999999999998
New Tokyo Legacy: Operation Babel,0.03
Mobile Suit Gundam: Crossfire,0.21000000000000002
D,0.11
Def Jam Rapstar,0.9800000000000002
Syphon Filter,2.88
Denki Blocks!,0.04
Sonic Rush Adventure,1.1600000000000001
Onechanbara: Bikini Zombie Slayers,0.12
Slam Dunk: Yonkyo Taiketsu!!,0.27
Super Mario 3D World,4.239999999999999
Sengoku Basara: Sanada Yukimura-Den,0.05
Free Running,0.04
Naruto Shippuden: Ultimate Ninja Storm Collection,0.02
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,0.72
Looney Tunes Duck Dodgers Starring: Daffy Duck,0.04
Winx Club,0.07
Mobile Suit Gundam Side Story III: Sabakareshi Mono,0.15
Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,0.09
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,0.03
Puyo Pop,0.05
Burnout Legends,1.03
Combat Flight Simulator 3: Battle for Europe,0.02
Nanashi no Game Me,0.03
Digimon World DS (JP sales),0.23
Penny Racers,0.31
Uchi no 3 Shimai DS,0.02
Stella Glow,0.24000000000000002
Ennichi no Tatsujin,0.1
Online Chess Kingdoms,0.01
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,0.06
Tamagotchi Connection: Corner Shop,1.2500000000000002
Akatsuki no Goei Trinity,0.02
Rapala: We Fish,0.5800000000000001
Brute Force,0.8400000000000001
Final Fantasy,1.35
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",0.05
NiGHTS into dreams...,0.44
Syphon Filter: Logan's Shadow,0.52
Wildlife Park 3,0.09000000000000001
Dancing With The Stars,0.4
Yu-Gi-Oh! Zexal World Duel Carnival,0.17
Just Dance Wii U,0.09
The Activision Decathlon,0.56
Suujin Taisen,0.03
U-Sing  2,0.09
WWE SmackDown! vs. RAW 2006,3.3299999999999996
The Crew: Wild Run,0.13
CSI: Hard Evidence,0.99
SimCity,2.02
Sonic Unleashed,4.96
Monster Lab,0.5600000000000002
Ishin Renka: Ryouma Gaiden,0.01
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,0.06
Raw Danger!,0.03
Mega Man Legends 2,0.42000000000000004
Field & Stream: Total Outdoorsman Challenge,0.09999999999999999
R-Type Command (correct US sales),0.04
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,0.06
Ultimate Duck Hunting,0.08
"999: Nine Hours, Nine Persons, Nine Doors",0.43000000000000005
NBA Live 99,1.68
Petz: Horseshoe Ranch,0.17
Resident Evil (Remake),1.41
Xenosaga Episode II: Jenseits von Gut und Böse,0.5700000000000001
Mega Brain Boost,0.01
Namco Museum Battle Collection (JP sales),0.02
King of Fighters: Maximum Impact,0.26
Fighters Uncaged,0.6100000000000001
G-Police: Weapons of Justice,0.05
SD Gundam G Century,0.29000000000000004
"Go, Diego, Go! Safari Rescue",0.17
Ultimate Card Games,0.12
Assassin's Creed: Revelations,9.200000000000001
Marvel: Ultimate Alliance 2,2.86
Tokimeki Memorial Girl's Side 2nd Kiss,0.05
Brave: The Video Game,0.04
Strawberry Shortcake: Summertime Adventure,0.6599999999999999
Professor Layton and the Last Specter,2.79
Sherlock Holmes vs. Jack the Ripper,0.16
The Final Fantasy Legend,1.1
Buzz! The Schools Quiz,0.21
Despicable Me: The Game,0.6100000000000001
Barbie Explorer,0.14
Pro Baseball Spirits 2015,0.28
"Horse Life 4: My Horse, My Friend, My Champion",0.01
Test Drive Le Mans,0.05
Mega Man ZX Advent,0.34
The Powerpuff Girls: Relish Rampage,0.51
Cabela's Alaskan Adventure,0.13
Parodius,0.49
Dragon Ball Z: Infinite World,0.37
Robotron 64,0.09000000000000001
Guilty Gear Xrd: Sign,0.34
Primal,0.44
The Evil Within,4.14
Discovery Kids: Kitten Corner,0.44999999999999996
Rugby League Live 3,0.09
NBA Live 06 (All region sales),1.64
Dragon Quest Monsters: Battle Road Victory,0.32
J-League Victory Goal,0.15
Silent Hill: Downpour,0.7999999999999999
Petz Nursery,0.5700000000000001
Derby Tsuku 5: Derby Uma o Tsukurou!,0.04
Star Fox 64,4.04
Chase: Hollywood Stunt Driver,0.12
Napoleon Dynamite: The Game,0.05
Zettai Onkan Otoda Master,0.07
NHL 2000,0.8700000000000001
Super Robot Taisen A Portable,0.18
Battle Worlds: Kronos,0.01
NBA In The Zone '98,0.27
Shin Super Robot Taisen Special Disk,0.32
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,0.12
Honeycomb Beat,0.05
Shin Megami Tensei: Persona 3 Portable,0.6200000000000001
The Legend of Zelda: Phantom Hourglass,5.17
Toriko: Gourmet Battle!,0.06
Superman: Shadow of Apokolips,0.5
Tiny Toon Adventures: Wacky Stackers,0.01
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,0.8
Nightmare Creatures II,0.16
Harry Potter and the Goblet of Fire,2.3599999999999994
Heavenly Guardian,0.06
Nickelodeon Dance,0.37000000000000005
The Dukes of Hazzard: Return of the General Lee,0.30000000000000004
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",0.53
Namco Museum: Virtual Arcade,0.31000000000000005
Dead Space,4.029999999999999
Jimmie Johnson's Anything With an Engine,0.25
Minna no DS Seminar: Kanpeki Eitango Ryoku,0.06
Duke Nukem: Land of the Babes,0.07
Ghost Rider,0.24
Bleach: Heat the Soul 5,0.08
Tony Hawk's Pro Skater 5,0.43
Tony Hawk's Motion,0.21
Dark Cavern,0.23
Ochaken no Heya DS,0.12
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,0.42
Doctor Lautrec and the Forgotten Knights,0.16000000000000003
We Dance,0.19
Deer Drive: Legends,0.03
Pokemon Super Mystery Dungeon,1.1800000000000002
Aoishiro,0.02
Pitball,0.02
Kirby's Pinball Land,2.19
Colin McRae Rally 3,1.4400000000000002
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,0.02
Sailor Moon,0.22
Classic NES Series: Zelda II: The Adventure of Link,0.6900000000000001
ESPN NFL Primetime 2002,0.09
My Pet Shop (JP sales),0.03
Trapt,0.060000000000000005
Air Conflicts: Aces of World War II,0.05
Naruto: Ninja Council 2 European Version,0.23
Root Infinity Rexx,0.02
UEFA Euro 2008 Austria-Switzerland,1.31
Tom Clancy's Rainbow Six: Vegas,3.96
Arcade Shooting Gallery,0.19
Grease,0.68
Jikkyou Powerful Pro Yakyuu 2001,0.25
Puyo Pop Fever (JP sales),0.09
Stormrise,0.33999999999999997
Still Life,0.07
The Granstream Saga,0.14
Armored Core: Last Raven Portable,0.03
Gundam Try Age SP,0.07
Walk it Out!,0.45999999999999996
Derby Stallion P,0.1
ESPN: Sports Connection,0.36999999999999994
Dodge Racing: Charger vs Challenger,0.15
Binary Star,0.01
Bakugan: Battle Brawlers,2.9599999999999995
NanoBreaker,0.060000000000000005
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,0.04
Canada Hunt,0.02
Dragon's Crown,0.9200000000000002
Rewrite,0.01
Tamagotchi Connection: Corner Shop 2,0.98
No Fate! Only the Power of Will,0.01
F1 Racing Championship,0.11
Freddi Fish: ABC under the sea,0.14
Brain Quest: Grades 3 & 4,0.06999999999999999
Destroy All Humans! Big Willy Unleashed,0.14
Who Wants to be a Millionaire: 2nd Edition,0.04
ESA Game Pack,0.09999999999999999
Arkanoid DS,0.06
Power Shovel,0.05
The Fast and the Furious,0.08
Project FIFA World Cup,0.1
Dengeki Gakuen RPG: Cross of Venus,0.05
Tennis no Oji-Sama: Aim at The Victory!,0.14
Prey,0.3700000000000001
Syphon Filter 3,0.52
Herdy Gerdy,0.22
Sotsugyou Crossworld,0.09
Rise of Nations,0.04
Tunnel B1,0.09
Dreamer Series: Puppy Trainer,0.05
Skeleton Warriors,0.08
Counter-Strike: Source,0.09000000000000001
Kurohyou 2: Ryu ga Gotoku Ashura Hen,0.2
Hot Wheels: Burnin' Rubber,0.07
Way of the Samurai 2 Portable,0.04
San Goku Shi V,0.12
NHL Open Ice,0.07
One Piece: Gigant Battle 2 Shin Sekai,0.35
Turok 2: Seeds of Evil,1.86
Tokobot,0.06999999999999999
AMF Bowling Pinbusters!,0.98
Disney's Party,0.12000000000000001
The Gunstringer,0.41
Godzilla (2014),0.06999999999999999
Scared Rider Xechs,0.02
Sengoku Cyber: Fujimaru Jigokuhen,0.12
Atomic Betty,0.03
The Bombing Islands,0.14
Nitrobike,0.13
Syphon Filter: Dark Mirror,0.5900000000000001
Kenka Banchou 4: Ichinen Sensou,0.19
Nano Diver,0.02
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,0.17
Ben 10 Ultimate Alien: Cosmic Destruction,1.5200000000000005
Colin McRae Rally,2.8600000000000003
Brave Story: New Traveller (jp sales),0.05
Chicken Riot,0.33999999999999997
Super Street Fighter II,2.15
Meiji Toukyou Renka,0.02
Monster Hunter X,3.26
Noddy in Toyland,0.060000000000000005
Wave Race 64,2.94
Playmobil Pirates,0.09
Tamagotchi no Narikiri Channel,0.15
Hey Arnold! The Movie,0.26
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,0.27
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,0.02
Hooked! Again: Real Motion Fishing,0.39
Mobile Suit Gundam Seed: Never Ending Tomorrow,0.060000000000000005
The Amazing Race,0.14
Mount & Blade,0.02
Club Penguin: Game Day!,0.9700000000000001
Barbie Horse Adventures: Riding Camp,0.9199999999999999
Treasure Chase,0.02
Mystical Ninja starring Goemon,0.36
PowerSlave,0.03
Guitar Hero 5,4.930000000000001
Planet Monsters,0.01
Rayman 10th Anniversary,0.01
Dragon Ball Z: La Legende Saien,1.2
"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",0.01
Pursuit Force: Extreme Justice,0.17
Street Fighter Collection,0.21000000000000002
Kirby Super Star,1.4400000000000002
Resistance Dual Pack,0.01
Theme Park Roller Coaster,0.47000000000000003
Yakuza 2,1.0899999999999999
Ultra Street Fighter IV,0.09
Lovely Lisa and Friends,0.13
Teen Titans,0.5800000000000001
Naruto: Ultimate Ninja Heroes (JP sales),0.06
Super Robot Taisen MX Portable,0.09
DICE: DNA Integrated Cybernetic Enterprises,0.02
LEGO Island 2: The Brickster's Revenge,0.18000000000000002
Dragon Quest Monsters 2,2.35
Hunter: The Reckoning  Wayward,0.43
The Biggest Loser,1.4000000000000001
Shining Ark,0.11
Doki-Doki Universe,0.060000000000000005
Professor Heinz Wolff's Gravity,0.22
Family Guy,0.19999999999999998
Bleach: The Blade of Fate,0.45999999999999996
Girls Only,0.03
Rayman Advance,0.5
L.A. Noire,5.949999999999999
True Crime: Streets of LA,5.220000000000001
Football Manager 2005,0.01
Hoshigami: Ruining Blue Earth,0.05
Mario Kart Wii,35.830000000000005
Imagine: Fashion Party,0.27
Final Fantasy IV Advance,0.6
Mobile Suit Gundam Seed Destiny: Generation of C.E.,0.18
Oil Rush,0.02
Peggle Nights,0.01
Sim Theme Park,2.71
Slayers,0.12
Bakumatsu Koihana: Shinsengumi DS,0.01
WarioWare D.I.Y.,0.6100000000000001
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,0.08
GT Advance 2: Rally Racing,0.11
Tetris,35.839999999999996
Altered Beast: Guardian of the Realms,0.09000000000000001
Brave Story: Boku no Kioku to Negai,0.02
The Idolm@ster,0.08
Momotarou Dentetsu 12,0.35
Suzunone Seven: Rebirth Knot,0.02
Naruto: Ninja Destiny,0.19
Time Leap,0.01
Madden NFL 09 All-Play,0.8600000000000001
SingStar Legends,1.1
Let's Ride! Friends Forever,0.07
Joust,1.08
Zen-Nippon GT Senshuken,0.04
Young Justice: Legacy,0.16
Theatrhythm: Final Fantasy,0.49000000000000005
Hudson x GReeeeN Live!? DeeeeS!?,0.03
Fifi and the Flowertots,0.09999999999999999
The Sims 2: Open for Business,0.51
Megpoid the Music#,0.03
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,0.01
Challenge Me: Brain Puzzles 2,0.16999999999999998
Pet Pals: Animal Doctor,0.14
Puyo Puyo Sun Ketteiban,1.1400000000000001
Red Dead Revolver,1.9900000000000002
Sumikko Gurashi: Omise Hajimerundesu,0.14
Disgaea 5: Alliance of Vengeance,0.27999999999999997
Final Fantasy VII International,0.63
The 7th Guest,0.78
The Sims 2,4.4399999999999995
Pokemon Pinball: Ruby & Sapphire,1.55
Jinsei Game Q DS: Shouwa no Dekigoto,0.01
RoboCop,0.01
Avatar: The Last Airbender - Into the Inferno,0.56
Sudokuro,0.11
Disney's Kim Possible: Revenge of Monkey Fist,0.52
Paws & Claws: Pampered Pets 2,0.06
SOCOM: Tactical Strike,0.36
The Legend of Zelda: Tri Force Heroes,1.1
Seisou no Amazones,0.01
MTV Celebrity Deathmatch,0.98
Professional Fisherman's Tour: Northern Hemisphere,0.17
Need for Speed: Hot Pursuit,5.88
Fairy Fencer F,0.21
SolarStriker,1.19
Room Zoom: Race for Impact,0.03
3rd Super Robot Wars Z Jigoku Hen,0.42000000000000004
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,0.02
LEGO Dimensions,2.63
Grand Theft Auto: Chinatown Wars,2.4399999999999995
Metroid,2.73
Alice: Madness Returns,1.2200000000000002
Call of Duty: Modern Warfare 3,30.84
BeatMania IIDX 16: Empress + Premium Best,0.04
Sword & Sorcery,0.1
Dragon Ball Z: Chou Saiya Densetsu,0.58
Hyperdimension Neptunia mk2,0.05
Shining Force CD,0.14
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,0.05
Naruto Shippuden: Ultimate Ninja Storm Revolution,0.7100000000000001
Splatoon,4.57
Super Dodgeball Brawlers,0.14
Test Drive Unlimited,0.8500000000000001
TimeSplitters 2,1.7700000000000002
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,0.02
Emily the Strange: Strangerous,0.08
Your Shape featuring Jenny McCarthy,2.16
Dragon Quest Monsters: Caravan Heart,0.66
Backyard Hockey,0.27
Cool Boarders,0.44000000000000006
Hitman (2016),0.060000000000000005
DJ Max Portable 3,0.03
Shifters,0.060000000000000005
RollerCoaster Tycoon 3,0.28
Guild Wars: Nightfall,0.03
Buzz! The Mega Quiz,0.88
Super Robot Taisen Z Special Disc,0.08
Empire Earth,0.05
Shin Megami Tensei: Persona 3 FES,0.6300000000000001
Earthworm Jim 3D,0.12000000000000001
Resident Evil: The Mercenaries 3D,0.49
Donkey Konga 2,0.39
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,0.64
Akuji the Heartless,0.12000000000000001
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",0.04
Condemned 2: Bloodshot,1.0300000000000002
Kagero: Deception II,0.29000000000000004
Minority Report: Everybody Runs,0.6300000000000001
Hakuouki: Reimeiroku Portable,0.04
Major Dream: Major DS Dream Baseball,0.02
Dora's Big Birthday Adventure,0.25
Shin Megami Tensei: Digital Devil Saga,0.13
Jonah Lomu Rugby Challenge,0.38999999999999996
Adventure Time: The Secret of the Nameless,0.02
The Smurfs: Dance Party,0.28
Ehrgeiz,0.31000000000000005
Cubivore: Survival of the Fittest,0.16
NBA 2K8,2.02
Ghost Squad,0.78
Galleon: Islands of Mystery,0.03
F.E.A.R. 2: Project Origin,1.08
Samurai Shodown III,0.08
EA Sports Grand Slam Tennis,0.9400000000000001
My Stop Smoking Coach: Allen Carr's EasyWay,0.09
F1 Career Challenge,0.09999999999999999
Code Lyoko,0.04
Norse by Norsewest: The Return of the Lost Vikings,0.07
Emergency! Disaster Rescue Squad,0.03
Monsters vs. Aliens,1.4400000000000004
Worms World Party,0.060000000000000005
Freshly-Picked: Tingle's Rosy Rupeeland,0.25
Elemental Gearbolt,0.05
"Ed, Edd n Eddy: Jawbreakers!",0.32
Hanaoni: Yume no Tsudzuki,0.04
Final Fantasy XI: Ultimate Collection,0.27
God Eater 2,0.69
Major League Baseball 2K13,0.62
We Love Golf!,0.26
Backyard NFL Football '08,0.060000000000000005
Fast Food Panic,0.2
Just Dance 2: Extra Songs,0.2
Street Fighter II': Special Champion Edition (JP weekly sales),0.07
Star Wars Episode 1: Jedi Power Battles,1.2100000000000002
Saihai no Yukue,0.03
Klax,0.15000000000000002
Sunny Garcia Surfing,0.03
Killer Instinct Gold,0.81
Fossil Fighters: Frontier,0.36
PQ: Practical Intelligence Quotient,0.08
King's Bounty: Armored Princess,0.01
Star Fox: Zero,0.36
The Simpsons Skateboarding,1.53
Need for Speed: Most Wanted 5-1-0,2.1
Tom Clancy's Splinter Cell: Double Agent,1.2200000000000002
Vehicular Combat League presents Motor Mayhem,0.16
Donkey Kong Country 3: Dixie Kong's Double Trouble!,3.5
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,0.02
Tsuku Monogatari,0.03
Naruto: Ninja Council,0.22
Secret Game Portable,0.01
Scooby-Doo! Who's Watching Who?,0.19
Hot Shots Tennis: Get a Grip,0.2
Touch Detective 3: Does Funghi Dream of Bananas?,0.01
Mystery Legends: Beauty and the Beast,0.01
Gaist Crusher God,0.02
Deadliest Warrior: Ancient Combat,0.08
Ashes Cricket 2009,0.6200000000000001
City Crisis,0.13
Club Penguin: Elite Penguin Force - Herbert's Revenge,0.6799999999999999
Dead to Rights,2.2399999999999993
Summer Athletics: The Ultimate Challenge (Others sales),0.21000000000000002
Frogger: Ancient Shadow,0.18
Aquaman: Battle for Atlantis,0.01
My Boyfriend,0.11
Atari's Greatest Hits: Volume 2,0.06
Harvest Moon 64,0.48
Mass Effect 2,4.99
Sébastien Loeb Rally Evo,0.060000000000000005
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,0.02
LEGO Pirates of the Caribbean: The Video Game,5.64
Fatal Fury: Battle Archives Volume 1,0.03
Guitar Hero: Aerosmith,4.3
Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,0.09
Resident Evil Director's Cut: Dual Shock Edition,0.17
Heart Catch PreCure! Oshare Collection,0.11
Harvest Moon: A Wonderful Life Special Edition,0.18
Sonic Lost World,0.89
Shellshock,0.11
Brain Assist,0.13
"Monsters, Inc. Scream Team",0.56
